12-19 10:54:49.941 12891 13116 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 10:56:09.219 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.232 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 169.0, Blue = 297.0
12-19 10:56:09.237 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.244 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 169.0, Blue = 286.0
12-19 10:56:09.248 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.255 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 169.0, Blue = 286.0
12-19 10:56:09.260 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.266 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 169.0, Blue = 286.0
12-19 10:56:09.271 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.278 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 169.0, Blue = 286.0
12-19 10:56:09.282 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.290 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 169.0, Blue = 286.0
12-19 10:56:09.295 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.302 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 169.0, Blue = 286.0
12-19 10:56:09.307 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.314 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 169.0, Blue = 286.0
12-19 10:56:09.319 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.326 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 169.0, Blue = 286.0
12-19 10:56:09.331 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.343 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 165.0, Blue = 283.0
12-19 10:56:09.348 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.356 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 165.0, Blue = 283.0
12-19 10:56:09.361 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.368 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 165.0, Blue = 283.0
12-19 10:56:09.373 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.380 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 165.0, Blue = 283.0
12-19 10:56:09.389 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.396 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 165.0, Blue = 283.0
12-19 10:56:09.402 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.410 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 165.0, Blue = 283.0
12-19 10:56:09.425 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.437 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 166.0, Blue = 283.0
12-19 10:56:09.441 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.449 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 166.0, Blue = 283.0
12-19 10:56:09.455 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.463 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 166.0, Blue = 283.0
12-19 10:56:09.468 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.475 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 166.0, Blue = 283.0
12-19 10:56:09.480 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.486 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 166.0, Blue = 283.0
12-19 10:56:09.491 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.498 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 166.0, Blue = 283.0
12-19 10:56:09.502 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.509 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 166.0, Blue = 283.0
12-19 10:56:09.514 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.520 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 166.0, Blue = 283.0
12-19 10:56:09.525 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.536 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 172.0, Blue = 283.0
12-19 10:56:09.541 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.548 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 172.0, Blue = 294.0
12-19 10:56:09.554 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.560 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 172.0, Blue = 294.0
12-19 10:56:09.564 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.571 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 172.0, Blue = 294.0
12-19 10:56:09.575 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.581 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 172.0, Blue = 294.0
12-19 10:56:09.586 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.593 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 172.0, Blue = 294.0
12-19 10:56:09.597 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.603 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 172.0, Blue = 294.0
12-19 10:56:09.607 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.613 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 172.0, Blue = 294.0
12-19 10:56:09.617 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.623 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 172.0, Blue = 294.0
12-19 10:56:09.627 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.638 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 174.0, Blue = 294.0
12-19 10:56:09.643 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.649 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 174.0, Blue = 297.0
12-19 10:56:09.654 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.660 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 174.0, Blue = 297.0
12-19 10:56:09.664 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.671 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 174.0, Blue = 297.0
12-19 10:56:09.675 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.681 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 174.0, Blue = 297.0
12-19 10:56:09.685 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.691 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 174.0, Blue = 297.0
12-19 10:56:09.696 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.703 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 174.0, Blue = 297.0
12-19 10:56:09.708 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.716 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 174.0, Blue = 297.0
12-19 10:56:09.720 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.727 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 174.0, Blue = 297.0
12-19 10:56:09.731 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.743 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 169.0, Blue = 291.0
12-19 10:56:09.747 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.754 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 169.0, Blue = 291.0
12-19 10:56:09.758 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.764 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 169.0, Blue = 291.0
12-19 10:56:09.769 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.775 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 169.0, Blue = 291.0
12-19 10:56:09.779 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.786 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 169.0, Blue = 291.0
12-19 10:56:09.790 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.797 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 169.0, Blue = 291.0
12-19 10:56:09.802 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.809 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 169.0, Blue = 291.0
12-19 10:56:09.814 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.820 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 169.0, Blue = 291.0
12-19 10:56:09.824 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.831 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 169.0, Blue = 291.0
12-19 10:56:09.835 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.845 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 154.0, Blue = 297.0
12-19 10:56:09.849 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.856 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 154.0, Blue = 297.0
12-19 10:56:09.860 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.867 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 154.0, Blue = 297.0
12-19 10:56:09.871 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.878 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 154.0, Blue = 297.0
12-19 10:56:09.883 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.890 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 154.0, Blue = 297.0
12-19 10:56:09.899 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.906 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 154.0, Blue = 297.0
12-19 10:56:09.912 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.919 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 154.0, Blue = 297.0
12-19 10:56:09.933 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.946 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 156.0, Blue = 302.0
12-19 10:56:09.950 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.958 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 156.0, Blue = 302.0
12-19 10:56:09.962 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
12-19 10:56:09.970 14264 14568 I global  :  RENO - ChassisWith4Motors.runWithColorSensor(ChassisWith4Motors.java:200): Red = 156.0, Blue = 302.0
12-19 10:56:09.975 14264 14568 I global  :  RENO - ChassisWith4Motors.drivingWithPID(ChassisWith4Motors.java:678): Motors power - FL (0.30), FR (0.30), BL (0.30), BR (0.30)
